First_junc_name,Second_junc_name,err_dist
XX-BECD,1.0776345725504057,MVJ,
MVJ,1.0469456580534962,UDZ,
BKI,1.2567574718286716,XX-AWRO,
XX-AWRO,2.1836260836010397,RE,
JP,1.64301612364767,RGS,
CLA,0.9510633111876557,SNCR,
SNCR,0,JNJ,
JNJ,0.08539762757798863,SWDV,
SWDV,0,BEPR,
BEPR,1.1480446044895936,PNVL,
SRR,0,SRRB,
SNSI,0,PB,
VRB,0,MRJ,
KWV,3.7051232070494757,LTRR,
GYJ,0.6114998512356881,XX-KLUO,
XX-KLUO,2.8502874940043026,DMM,
BYPA,10.532878859672348,OML,
OML,0.3812277262380801,MGSJ,
VPY,0,WST,
MV,2.2929843832374397,TVR,
XX-NGTB,1.1003224115318604,KIK,
WADI,0,WDC,
WDC,2.833800325042064,VKB,
GPT,0.13571481744580843,SCMN,
BAND,0,BYPA,
KRR,5.5343203625233555,DG,
MRJ,1.0166593434028603,KOP,
PRYJ,0,PRRB,
PRRB,6.112506823973988,MUV,
MUV,0,BSB,
ARJ,4.327388187993551,PEP,
HAS,5.134431967552566,MYS,
IAA,4.786469194887163,SRU,
SRU,0.16758636871488763,BTT,
PRYJ,0,PRG,
PRG,0,PFM,
PFM,0.5774932309010613,PLP,
PLP,1.837547042794605,JNH,
JNH,4.630303139522468,XX-BSBC,
XX-BSBC,0,BSB,
MLPM,4.548770958847017,CGL,
MUE,4.970886001790618,XX-MJRB,
XX-MJRB,0,MJRI,
ALD,0.0013135858748867162,PRRB,
JNH,4.70342723208099,ZBD,
ZBD,0,JNU,
JNU,0.1630535348816589,SHG,
DUI,1.5186460069751846,LDH,
CSN,2.814017264333198,DHI,
PRYJ,0,PLP,
PFM,1.7239410454300161,PBH,
PBH,0,CIL,
CIL,0.417614408886239,SLN,
SLN,1.874579461767586,FD,
CIL,10.6593964063511,RBL,
MMR,0.6860700721713471,ANK,
XX-MJRB,0,XX-MJRO,
JND,0.869373615805909,JLR,
JLR,6.714015691701977,RJT,
BGKT,0.2657527158521009,LUNI,
LUNI,4.177776705520517,MJ,
BHUJ,1.2926339971777083,GPPR,
GPPR,0,GIMB,
STN,0,SLS,
SLS,2.778087873322146,MDP,
MDP,0.488148049786788,JSME,
JSME,1.9198368181167391,KIUL,
DDU,0,MZP,
XX-BSBC,0.6424788418077424,MUV,
BKHA,0,LJN,
RTM,0,RTMN,
RTMN,4.28853647985273,LMNR,
HG,6.43699478364812,GDG,
KTES,0,XX-NKJB,
APR,1.5061891373862624,BRND,
BRND,8.060527480660086,ABKP,
MUGR,10.0603458294593,DKJ,
WDC,0.02613054595523275,YY-WADB,
BAY,1.5771936577328047,HPT,
YY-HPTA,0,MRB,
GTL,1.5846309383616146,XX-KLUO,
DMM,1.7821249685563156,PKD,
SDVL,7.210845712539751,HAS,
KWV,14.356082442435765,MRJ,
BD,0,XX-BDBY,
YY-NAVO,0.03457489806171608,AMI,
XX-KMZO,4.702681599013804,KRLR,
KRLR,0.873909980222558,BXLL,
BXLL,5.845361790385646,BXLL,
BXLL,12.546651887698706,GHD,
GHD,9.841270337699395,TORI,
TORI,2.6020620458997445,BRKA,
BRKA,0.6900238832169647,ARGD,
ARGD,6.509168972234305,CRP,
CRP,0.3347400257848993,JNNA,
JNNA,1.8180179129002683,DHN,
BWN,0,GRP,
DBSI,0,DBSC,
DBSC,2.6619313289885813,ABO,
ABO,0,ROK,
ROK,1.641688064746562,JIND,
JIND,0.9631336179205977,NRW,
NRW,1.2816346370461462,JHL,
JHL,2.3945674908467716,DUI,
SMNH,11.786750452989345,JND,
BLNR,6.892221333727525,UDMR,
UDMR,0,ETW,
MMCT,0,MX,
MX,0.3164467730608256,MM,
LRJC,0,LRNC,
LRNC,0.4939002100318122,RWL,
RWL,2.1865738636480674,DDN,
LLHW,0,LLH,
LLH,0,BEQ,
KITA,1.493895371434905,GAG,
HWHG,0.9629893125328147,SRC,
NMP,3.7165136008951905,TATA,
PDPH,0.6900547522374749,BJMD,
BJMD,0,BBN,
KGM,0.4997530486962551,LKU,
LKU,3.3381423698928887,RMU,
JHL,1.1051302764085515,BTI,
BTI,1.3309430611603457,KKP,
KKP,0.2545698112435237,FZR,
PTNR,0,DEE,
PKB,0,LMG,
LMG,2.1741337932454443,RXRX,
RXRX,0.0615909175294568,DMV,
DMV,0.7320730971315358,FKG,
FKG,2.0718604671019314,MXN,
ERS,5.518923019276126,KYJ,
KRR,2.6572964643575063,ED,
MXN,1.2359423125985902,SLGR,
SLGR,6.268305112136376,DMGN,
NHLN,1.3719682089915004,HMY,
RPAN,7.452604348685106,RNY,
ROU,0.11255344783048143,ACAB,
ACAB,2.8422543876836266,YY-RKSO,
YY-RKSO,0,RKSN,
MJBK,0,LONI,
BIA,0,GCAB,
TLHD,0,TTPT,
TTPT,0.08294350616902917,TLHR,
TTPT,0,XX-TLHB,
RJGR,0,RQP,
TPZ,0.5613827293932612,HNC,
UTR,1.9523897566642074,RBL,
GY,3.8763100703403435,PDL,
DHNE,12.230295434116876,GWD,
GWD,4.6181492869033995,DKC,
DKC,3.9644623120056375,STPD,
BINA,0,MDVK,
LJN,0,LNWT,
BE,0,BC,
DKZ,0,DEE,
KLL,0,AJM,
AJM,5.969634331324041,KHDB,
XX-DDBC,0.21063653188726084,DDJA,
SUR,0,TKWD,
ASH,0,LJN,
JNCV,0,NMDA,
NMDA,0.97381502727891,SNL,
FDB,0.0033445093728897922,TKDC,
BPQ,10.938886048001198,G,
KGK,0.2562547696879482,DDJ,
RE,1.943252752770132,LHU,
LHU,2.0170934794032553,SDLP,
SDLP,0.4130243094367875,CUR,
RTGH,0,RGCR,
RGCR,2.6682189422220612,BKN,
SZB,0,URK,
DEE,0,DBSI,
CNBI,0.2246240882147404,CNJO,
HIJ,0.028107729437714984,NMP,
NMP,0,GKL,
BQA,1.5142062879128557,ADRA,
ADRA,0.5880927601065173,RUI,
RUI,0.9671414689445502,BJE,
BJE,2.3253203237095996,MHQ,
MHQ,1.2675518868759754,GMO,
FL,6.5342884937037065,MKN,
MKN,1.0454613107807667,DNA,
MTD,1.5498908341677478,PPR,
PPR,0.2896431415034961,RKB,
RKB,0,JU,
MTD,0,XX-MTDB,
XX-MTDB,3.932311606681613,BKN,
XX-BECE,0,XX-BECD,
ACOI,0,NYN,
ALD,0,SFG,
BARH,0,ACU,
SIR,1.3738274690545749,NMDA,
NMDA,0,MRND,
RQJ,2.778251451766263,HDB,
JNH,3.030788167668007,PBH,
BKN,0,LGH,
LGH,9.721675820042337,PLCJ,
PLCJ,2.189017179515774,YY-POKB,
YY-POKB,0,AQG,
AQG,7.34263228048348,JSM,
YLSC,0,MYGD,
DKR,0.5387812198577097,BKP,
JAB,0.21172924518179048,RKM,
BTSR,4.830133935023132,XX-AWRO,
KGG,2.9041982632191714,SPJ,
LKO,0,MKG,
PNKD,0.001583865404689715,BPU,
WAIR,0,DKDE,
DBRT,0,DBRG(N),
DBRG(N),0,CKW,
CKW,1.0298484263941265,TSKG,
TSKG,9.805532952492326,SLGR,
JYG,2.397416739534913,SKI,
SKI,0.9081439436982011,DBG,
HLZ,5.166422470319277,TMZJ,
TMZJ,1.9484008823134458,XX-PKUC,
XX-PKUC,0,PKU,
GMH,0.9073831452453013,KND,
KND,0.8719032224972075,CNI,
CNI,2.144455099084097,PRR,
PRR,0.6980882459748582,ANR,
ANR,0,RUI,
MURI,4.435377041435179,BRKA,
GHD,5.865511244703163,SEB,
BTI,1.6257709317719111,ABS,
ABS,10.411657993485878,SGNR,
SOG,9.92777595129836,LGH,
ON,12.21139454973207,BLM,
JU,0,BGKT,
JBN,4.644534138617831,PRNA,
PRNA,1.022449529034623,KIR,
LUNI,2.2428475277842175,SMR,
SMR,7.586513938523012,BLDI,
BLDI,3.4201373041112015,PNU,
XX-MTDB,0,XX-MTDC,
VPY,0,KOK,
LMG,1.8080003652131074,MYD,
BPB,1.7038121155934856,KTX,
KTX,1.585995949643188,ARCL,
ARCL,0,SCL,
BDC,9.693636945351729,KWAE,
KWAE,0,NBKH,
NBKH,1.7035672696957065,AJLE,
AJLE,3.379448494181903,NFKB,
NFKB,0,NFK,
CKW,0,DBRG,
RMR,1.928726376337298,KPV,
KPV,1.0436666337483405,KGFE,
PHLG,0,PMU,
KTE,0,XX-NKJB,
ALD,0,PRG,
AGC,0,YY-IDHW,
BSP,0,BCCB,
ADRA,0,JOC,
JOC,0.3739333303619427,ASN,
UDL,6.616463969376073,UDL,
ROK,1.1103303259925903,BNW,
BNW,5.4256661213597495,HSR,
BJUP,0,YY-BJUC,
IGU,0,PTJ,
TEN,0,TRNL,
TRNL,5.466205399221033,XX-NCJC,
XX-NCJC,0,NCJ,
NCJ,0.5441540103445442,CAPE,
NCJ,0,XX-NCJB,
XX-NCJB,5.638722739572047,QLN,
CBF,3.0271448126280034,CBF,
XX-JTJC,0,XX-JTJB,
HDIH,0,KJM,
BYPY,0,BAND,
MEJ,0.8656953142367501,TN,
COA,0.2879415492712696,CCT,
PAK,10.959224468872279,DMM,
PRR,2.3857390250616235,BBDA,
BBDA,0,DRGU,
BJE,0,SDMD,
SDMD,4.158563846943304,MHQ,
ADRA,0,GRB,
GRB,0,ANR,
JSG,0,JSGR,
SLRA,0,SBPY,
PKEO,0,XX-PKUC,
TMZJ,3.627805751812241,DGHA,
SBPD,1.7527114463113607,SBPD,
BGY,3.430842833940861,ROP,
PBR,1.8562095593166852,WSJ,
WSJ,0,JSPR,
JSPR,0,BNVD,
BNVD,7.688918116873282,KSCN,
KSCN,0,KNCN,
KNCN,10.64076202495661,RJT,
KNCN,0,XX-KNLB,
XX-KNLB,23.409735948122186,OKHA,
DADN,0,INDB,
DWX,4.114108522478891,MKC,
BRGY,5.909250313304504,BRGY,
BVC,0.45603938482796713,SOJN,
ATA,0,KPI,
DLJ,16.62422903555899,RLA,
RLA,2.1866253057820653,MHV,
WSJ,7.030774012699839,JLR,
SINI,0,KND,
BLDI,3.658421303914048,SIOB,
VCSV,0,VTN,
RE,0.9046731318821937,BNW,
ROK,1.5930634353033493,GHNA,
GHNA,0.5373146239251428,PNP,
ALD,0,BRE,
IDH,0,AGC,
NHT,2.370557545615107,AJLE,
RDUM,0,HTZU,
HTZU,0,RJO,
SGL,0.4871894218638037,RXL,
KDPR,1.5760641396619992,KIRB,
EKI,13.135471459493703,BLGT,
NH,0.1583836421812839,KYI,
KYI,0.556529282736805,RHA,
RHA,0,RHAS,
RHAS,0,KLNP,
KLNP,0.5303685385696755,KNJ,
KNJ,6.655372936230931,LGL,
DAKA,46.636674896176245,RHAS,
PWS,0,PPTA,
DDJ,0.33215652336859475,BT,
BT,2.9742629984666444,BNJ,
BNJ,10.38486475581222,KLNB,
MDP,1.8824189639679865,MMD,
MMD,0,GRD,
NCB,6.896336902109604,BXT,
CPK,0.47509121893010114,SCE,
SCE,8.132802347137764,SHTT,
BHLE,0.4920087000634702,BGP,
CPBH,0,SEB,
GRB,0,JOC,
PKA,1.2068903639642627,SDBH,
SDBH,0.6756540280070302,SDMD,
PHR,0.8229836023804173,NRO,
NRO,3.399675586327845,LNK,
LNK,2.672062044895967,FZR,
DGHR,0,JSME,
SLS,2.486310306592945,ULT,
CAR,6.56358777515998,BXLL,
SEB,5.128571509530951,SEB,
YY-BGKO,1.7939194484870407,ACAB,
KGP,5.434998093380696,GKL,
AY,2.547916652043096,MUR,
JRC,2.6965868650977622,HSX,
PTKC,0,PTK,
GJL,3.3035120277022463,MZM,
NBD,0.39554822308731885,KTW,
PFM,2.749642685711919,UCR,
UCR,0.5087986799465152,DMW,
DMW,2.4610372883354756,ON,
CH,6.86613351305513,ALJN,
FBD,0.48172857696485877,MNQ,
MNQ,0.41000274445993573,SKB,
KRJ,2.31994362103329,HPU,
HPU,0.5462177622690331,MTC,
UCR,1.2722593682844516,DYP,
DYP,0,RBL,
SBTA,3.920686052266695,SBTA,
ETUE,0,WSC,
RGB,0,BE,
HSR,15.840799021873753,BTI,
LKO,0.04102042136457221,LNWT,
FN,0.5655315479132318,GHH,
DSA,8.817834437642933,TPZ,
MRND,11.995728367398273,DLPC,
TPU,6.6309320407881,BPR,
BC,0.00010286448471325012,BE,
FZR,1.525879035612089,FKA,
FKA,1.6513677748986821,ABS,
RKSH,0.09844326650780932,RWL,
ARJ,1.599719023389613,JNU,
LDH,8.97206052406482,FZR,
LKU,1.3305012932701492,KPV,
JUC,0.15827104821664603,BBSL,
BNKI,1.7237745483267508,SHC,
ASR,0,VKA,
VKA,0.8827656311870107,BAT,
BAT,1.0597913107800843,BHRL,
BHRL,0,PTK,
RKB,7.897306221230809,PLCJ,
YY-POKB,0,XX-POKC,
XX-POKC,0,POK,
XX-POKC,0,AQG,
SURP,2.5376856808060766,HSR,
KKP,2.4556018520414225,FKA,
SIKR,7.8313635866789,LHU,
BLDI,7.183792629459514,MSH,
ANDN,29.54727302416054,GD,
KSJ,3.090651071452451,RGB,
KRLR,3.6218988735951787,SKTN,
ANDN,1.7248312639346328,NTV,
CPJ,10.463802652115456,THE,
THE,7.912165247713843,MHC,
MHC,3.0832983224687287,CI,
PRNA,0.46928542727918676,BNKI,
APDJ,0.5486339886921598,NCB,
AUB,9.727155438022699,BORA,
BORA,0.22185839827218015,SGUJ,
TSKG,0.5158683487459069,TSKG,
TSKG,0.4742937393667482,MJN,
MJN,2.7840697618111303,LEDO,
BBNB,3.360939469662123,MZS,
DGHR,6.667485003410567,BHLE,
MALB,7.940705973887252,WKAC,
WKAC,0,WKR,
FKG,15.220030855061223,MXN,
BORA,0,RNI,
HIJ,0,NMP,
TRNL,2.398036469112321,TCN,
PNQ,1.3013640682590164,GUV,
TLGP,3.6149565465467455,HNHL,
HNHL,0.9335157555382891,SMET,
CMNR,5.421117333181599,MYS,
BAHI,0.9589741844164318,CHKE,
BOMN,1.466325360278763,MOMU,
PGT,9.540067398422252,POY,
POY,2.0775240075824857,DG,
SRR,2.5962337507330444,NIL,
XX-MAJO,2.022759030926599,NTVT,
XX-MAJO,2.022759030926599,XX-MAJO,
SA,2.928854292567123,VRI,
TEN,10.068844933052196,TSI,
SC,0,STPD,
NDL,14.02478060128702,YA,
BVRM,0,BVAC,
GIN,3.2106098555254357,GGVT,
GTL,1.2134681613452005,GTLW,
SOQ,0,RLP,
GDG,0,BKIT,
RU,4.842805014882797,RU,
TEL,2.394788497811706,RAL,
SPRD,9.162753003126262,SPRD,
SPRD,8.70761061615392,KRPU,
CNI,4.072282196603498,MURI,
SNAR,0,JNRI,
TVTN,0,XX-CNAO,
XX-CNAO,0,CNA,
CNA,0,XX-BECE,
BEC,0,COR,
XX-CNAO,0,DET,
BBDA,0,KSX,
NWP,6.041566244747408,GNPR,
BRND,3.08965272699333,CHRM,
GAD,4.50903434489663,CPH,
YY-RKSO,0,XX-RKSN,
PRDP,4.2353065839726725,CTC,
PDPH,4.984444591250805,PDPH,
LJR,4.04659726174959,JNRD,
KRDL,24.936608156040304,KRPU,
KRPU,8.538649202985875,KTV,
DGHR,0.9124455335235823,MPUR,
IPR,0.6708715063127577,DHWN,
DHWN,0.050491976681686056,FUT,
RNC,14.800165871824968,TORI,
ARA,2.0186771854260046,SSM,
HSR,7.77872512969474,JHL,
BHA,2.4104085591071858,UDMR,
BGKT,0.046840384778034545,JU,
XX-CLDO,0,CLDB,
CLDB,0,KHDB,
LNK,7.2356883992409236,JUC,
JUC,0,SCPD,
WSJ,0.0006976830240580424,JSPR,
JSPR,1.4513365239620901,BNVD,
RTME,0,RTMC,
RTMC,0,RTM,
RGS,0.741481298404904,SIKR,
SIKR,4.466695671198958,CUR,
XX-NCJC,0,XX-NCJB,
VG,1.2172819938532442,MSH,
SUNN,0.7700932610669473,SUNN,
SUNN,0,SUNW,
XX-REO,1.1242556723640857,ABO,
NRW,3.481652446274482,KKDE,
KOTA,0,SGAC,
CCRL,0,BTNG,
XX-BKNC,0,MRGF,
MRGF,0,ADL,
XX-RCO,1.829658511256538,GWD,
GPPR,0.004301883375638767,GIMB,
JLWC,2.146762236749825,RMA,
BLN,1.1968415380587645,MJT,
MJT,1.1513365959149737,DDJ,
KLYM,0.18537314465732746,KYI,
BT,2.5859379686116437,HNB,
BLN,0,PQS,
PQS,0.1428948180319887,KGK,
BLN,0.8317069103927012,SPR,
BGB,0.8303619080257773,MJT,
KLNP,7.0905876878109115,KNJ,
CG,0.6664448825546312,SPR,
RHA,0.5732691729766705,BNJ,
NMKA,5.534392164512109,BRP,
DH,3.785484955985322,BRP,
BWN,3.227331489581723,KWAE,
SYAE,0,LLH,
LLH,0.46436075520028547,BRMH,
SHE,0.5610516497655479,KQU,
KQU,0.09411985837526347,KQU,
KQU,0.9774971069098926,GOGT,
BALT,4.232970927009207,AMZ,
MSF,0.9096408645792168,VLCY,
MMCC,5.097383756695889e-05,BBQ,
PRES,0.7170468389728473,PAB,
RCPT,0.1097389862734367,TLPR,
DD,1.114794799793709,BRMT,
AIT,0,KNH,
DSB,0,DLI,
BIM,5.598205014685189,WGI,
MKRL,0.9081547951284298,CRND,
CRND,0.731831766945917,MYGL,
MLSR,5.74015710173108,CRND,
JMB,1.8981436517579453,PRTN,
ND,8.036792538397885,PTD,
PCHN,7.592981056111855,JMNR,
MZRN,0,MZR,
MZR,8.26787355971278,ELP,
AMAN,0,MAE,
GWO,23.041879840758753,SOE,
DHOA,3.772845540784208,MHF,
MHF,0.9246707345133686,SRMT,
MHF,1.488082715176338,TPO,
NNP,0.47511198065550064,NPR,
PTK,5.478297377865187,JDNX,
DJ,0,DJSLS,
DJSLS,2.4570523956750865,SGUJ,
DJSLS,3.2916908172808332,DJSLS,
DJSLS,0,DJRZ,
VRLF,1.3084448363008028,TAV,
TAV,1.6522660643322726,VSW,
VSW,8.23313758647298,AE,
TAV,0.8645917513811061,PCC,
PCC,3.8226724334572033,DVA,
VSW,1.2091794033006413,JND,
KODR,4.071465803775471,PCC,
DADN,3.471750277160562,OM,
NFKB,0,NFKS,
NBKH,2.3195103866872295,AMP,
RPH,2.396797751229984,MPUR,
DKR,4.481838046775758,TIA,
SNDT,0.5924665149864325,SDBH,
MMD,6.1953421713858585,KQR,
KQR,13.844422332175371,ARGD,
BRKA,0,SDWR,
TPH,0.1326905592092408,RJL,
MPUR,0.8376787996108654,HSDA,
HSDA,0.7815039403511445,PYHT,
DLN,0.9428157328127774,TRG,
JIND,1.32795759148371,PPDE,
PPDE,3.35061083187253,PNP,
KID,10.329712532389554,KID,
DYP,1.7134744235099355,DMW,
BLM,1.8636174966487766,SPC,
SHTS,2.139747118142563,RJK,
BRN,3.487495882435454,ETAH,
PGW,10.65523029489908,JJJ,
XX-AWRO,1.7772455397364324,XX-AWRO,
PPR,2.063640631586463,BARA,
SV,0.619333263697313,HTW,
HTW,0,THE,
SRU,0.8327529452191454,BHJ,
DDA,5.134041681298471,MHC,
SOU,0.4870925658391973,SHC,
SKI,0.4155931697902,JJP,
SCE,8.933640806698783,MBO,
BBNB,3.331367682693249,BBNB,
MSSN,0.7598102896833677,KXJ,
KXJ,0,NKMG,
KGBC,0,KXJ,
ARCL,2.6439537141260767,VNGP,
KTX,2.653647856693688,BHRB,
DLCR,2.7150039218670745,BRGM,
SQB,1.3198419010296338,OMLF,
BVU,6.451873218602152,BHNG,
MNDP,1.2838572870833513,DDNI,
RXRX,0,DMV,
DBRG,0,DBRG(N),
OML,2.246230779827598,MTDM,
HNHL,0.6399305685366723,SMET,
ADHL,0.15080648605115513,ASK,
RRB,0.2998208890093645,SPV,
DRU,3.6735163007988336,CMGR,
CUPJ,5.958366272865375,VRI,
AVC,8.022381010123002,AVC,
TBDM,0,XX-HPTB,
NDKD,1.9155216382337787,MCLA,
JKM,0.7720301048407493,BDHN,
RDG,7.330353899762111,KRYP,
MHQ,0.09314831797032119,JNNA,
BJMD,0,GUA,
ITR,7.293631109253245,BMC,
BRMP,2.6436935508226824,ROU,
ACAB,6.712368544452353,BXF,
BLGR,0,BHPI,
KUR,1.1085775366369008,MAHI,
KDRI,0,AVP,
AVP,3.592277359056778,DTR,
AVP,1.977437678447076,RIM,
TMR,2.9448048815403842,TRDI,
UDN,3.987266397714769,UDN,
ARPR,7.3964928550693685,PRTN,
AKV,1.563481271748862,RAJ,
XX-KNLB,0,KSCN,
DHG,0.38542603434481304,SNEC,
RJU,0.15673981535403758,RLA,
AMLA,20.97483350301989,BDKD,
SBTF,0,CLDB,
MDJN,6.076526475587716,PUHT,
RTMN,0,RTMC,
RTMC,1.067898298931705,DHWS,
JSME,0.37252440727035485,BDME,
DKR,1.7037284764428542,DHWN,
NZM,0.0015319422491193993,LPNR,
TKJ,1.6004817701032426,TKJ,
HRF,0,HRS,
MYPR,1.1851288047509112,VSU,
RTK,4.00327836824866,KNHN,
G,0.9999147557097382,BTC,
BTC,1.1493456369922668,SMC,
ANND,0,XX-ANNB,
BH,9.319289094139064,DHF,
KMN,0.3337496727326544,XX-JMOA,
ETW,6.3541119492897336,MNQ,
MTJ,0.8758916812053499,BDB,
HSDA,0.9335443793013464,BHLE,
STN,6.058651422169425,JUNC,
SNP,2.0932756758496054,GHNA,
GHNA,2.350791079410688,PPDE,
BEAS,7.679851605509854,TTO,
BRML,13.197996168475324,BAHL,
VKA,3.4172502679600343,DBNK,
KEMK,4.517170858913095,TTO,
TTO,0.5238848294749965,ASR,
BAT,0.6910019134192016,QDN,
MEC,0,MTD,
RGCR,0.8834868747226702,SRDR,
NRO,4.331647955733677,JUC,
PCDR,0.19466627696334918,HTW,
BHSA,3.5524963375060667,BHSA,
BAKT,0.24038810857006143,BNKI,
SKI,1.1038162086993708,HRGR,
NCBD,0,CBD,
TNPR,4.4779410862501265,KIR,
MJN,4.069309779147728,DNGI,
CCT,3.7369943822388576,KPLH,
HX,1.5723052554767079,PDMI,
DKC,1.1970171689448101,JKAR,
KHNP,5.259747298502916,KLBG,
TATA,3.787669582935148,BMPR,
GMMG,5.98194878190218,BQA,
VBL,0.4767795997865169,SALR,
BTC,1.1781992926895823,KGE,
DLCB,1.2967687342388827,DLCB,
DLCB,5.688697225828846,KETI,
ASV,5.994041781912684,HMT,
ANND,1.2744597413799839,PTD,
PTD,4.6237584870949515,CBY,
WKAC,16.996140879233085,WKAC,
WKAC,0,XX-WKRB,
VS,0,PRTN,
MX,0.606978609438535,CCG,
MM,0.28311392713732314,RVJ,
VCSV,2.2740854835745075,VCSV,
PDI,1.0689187651964265,KHPI,
TNA,0.7659982946093078,DIVA,
RVJ,0.914553921155663,RVJ,
TNA,1.062594038221734,TUH,
TUH,0,JNJ,
TUH,0,SNCR,
SWDV,0,SGSGM,
SGSGM,1.0808504939600225,KARP,
BEPR,0,SGSGM,
