station_code,err_dist
VL,3.0118705000441475
DAH,2.3504531013964693
VBR,0.3837481488042478
RRI,0.5888991588343893
TKMY,1.3750975016943199
PDGN,3.964041748668349
NPW,5.963005530380063
BAP,1.831028935624698
CIT,0.8480961313048628
PB,0
PB,0
KNGN,0.3194003480223781
SNVR,3.3381511044456493
KPG,0
KPG,0
YL,0.9453768915073749
ANK,0
ANK,0
AAK,0
AAK,0
YY-MMRX,0
NGP,0
XX-NGPA,0.25875774709483096
AJNI,0.40825143706937894
AQX,0.38134748854274814
AQ,0.3870785025709569
ACDA,0.40411222526659696
KRI,0.023559737621022602
GMG,0.3527289604249315
BTBR,1.5696360902349917
BOK,0
BOK,0
SNI,1.386493595413047
TGP,0.2967864912133362
SLOR,0.5125908537318886
VADR,0.32410348923329196
SEGM,0
SEGM,0
SEGM,0
WR,0
WR,0
DAE,0.024873238563434538
KAOT,1.0350122269453215
PLO,0
PLO,0
TLN,0.9392692005696891
DMN,2.000707362427836
DIP,0.5850334716376127
CND,0.3317927020931848
MLR,0.46557104831034984
TMT,3.2266842998452927
XX-BDXO,0
XX-BDXO,0
BDLS,0
BDLS,0
BD,0
BD,0
BDYX,0.4499435333900303
BDRW,0.5040910640838775
TKI,0.2528252790336772
KUM,0.3707011315303426
MNDA,0.14808319854206534
MANA,0
MANA,0
MZR,0
MZR,0
KTP,0
KTP,0
BGN,0.5091747052161368
YAD,0.12999499356573796
AKB,0.03816908172483585
AK,0
AK,0
GAO,0.3989209106907212
PS,0
PS,0
NGZ,1.4655138167795747
SEG,3.075425197804016
XX-JMOA,0
XX-JMOA,0
JM,0.0444014936099943
XX-JMOB,0.10029221661626077
NN,0.765719023575533
KJL,3.0208321101304945
BIS,3.729960267267594
WADO,2.974965098634968
MKU,2.050713441066645
KMKD,1.7925292245570514
KLHD,0.4605980250386458
BDWD,0
BDWD,0
ACG,0.9589489507428788
VNA,1.7897350226123432
BSCN,0
BSCN,0
BSCN,0
BSGS,0
JL,0
PLD,2.8364671652190117
CHLK,6.174730175859456
DXG,10.198513176931105
BHNE,11.003586605042505
TKHE,11.055636179173101
AN,13.01633057281274
BRTK,9.554082871986237
PDP,8.762975655380092
BEW,7.959142129108849
NDN,7.001958095279961
HOL,6.080381737567008
SNK,3.228440890493689
SNSL,2.4409216596862144
VKH,0.9085748044169891
DDE,0.8206501641280074
RNL,2.3957423498236694
TISI,0
TISI,0
CUE,0.41059950708266213
NDB,1.0241394512637874
DWD,0.10902296734219466
BAWD,2.0425723005550958
KBH,3.2956427302815214
KHTG,8.132388226728049
CPD,13.776415048428095
KFF,16.216469059769075
NWU,13.98524249813655
BBAI,12.663789485007463
LKKD,12.075460082575962
USD,12.483060981427531
DSD,13.667491472526942
KKRD,13.492971408882042
VYA,12.949167178391662
LTV,10.349669984565987
KRAI,9.488073684058293
MID,7.649383948083368
MGRL,5.81707886717683
TBV,5.705685825399844
BIY,6.690562872364895
GGAR,4.986291042072823
BGMR,3.2885248923785513
CHM,1.6586202653958684
NOL,0.6627893710935239
XX-UDNC,0
XX-UDNC,0
XX-UDNC,0
UDN,0
UDN,0
ST,0
ST,0
URN,0.3415401338382122
KSE,0.5185381052483832
GTX,0.5435572810489961
SYN,0.6295063463397931
KDSD,0.9573053783408272
KIM,1.089587873468446
KSB,1.4728606417185863
HAT,1.5294408260035457
PAO,1.074743633630938
SNJL,0.635170950665619
AKV,0
AKV,0
CCTA,0
CCTA,0
BH,0
BH,0
XX-BHBC,0.6236515866158818
CVJ,0.6951538951241794
NIU,0.5861785147805616
VRE,0.4814737159691962
PLJ,0.401428931539563
LKD,0.3130374887136649
MYG,0.20946861028188443
KSPR,0.10857901799624343
ITA,0.05119418213931198
VRM,0
VRM,0
MPR,0.1877514829647787
VS,0
VS,0
BRC,0
BRC,0
BRGY,0
BRGY,0
BDA,0.6628068833888731
BJW,0.48405229004261374
KRCA,0.0997546245941105
RNO,0.23393852490163008
NDR,0.10967703813795615
VDA,0
VDA,0
ADD,0.2662700934070775
VXD,0.07426065818306693
ANND,0
ANND,0
ANND,0
XX-ANNC,0
XX-ANNC,0
KBRV,0.000871735350301752
UTD,0
UTD,0
ND,0
ND,0
GTE,0.3536882882174002
MHD,0.6456695508607042
NEP,0.47084176967912195
KANJ,0.3283784496049893
BJD,0.12306397911967641
GER,0
GER,0
VY,0.651430322840229
VTA,0.6449880626023089
MAN,0.6196681171202177
KKEC,0.608202806931794
KKF,0.6078394244563149
ADI,0.34570353265541187
SBTA,0
SBTA,0
SBT,0.014024097520359149
SMYD,0
SMYD,0
SBTF,0
SBTF,0
CLDY,0
CLDY,0
XX-CLDO,0
XX-CLDO,0
ABD,0.9258992750744384
GGM,1.5530068844142475
SAU,1.3634478084766526
WSE,0
WSE,0
CE,0.8422344028790623
VCN,0.21798392655603097
JKA,0.7046219628595282
XSK,1.1704657973881476
VG,0
VG,0
VG,0
VGDC,0
VGDC,0
VNRD,0.01118500948508198
KHRS,0.5316085374563821
SR,0.33542489638292916
BMM,0
BMM,0
LPR,0.44050371935429805
KXZ,0.35720995360405194
LTR,0.27378451249445235
BRGP,0.19210727263976202
BLRD,0.09519985923886361
SNEC,0
SNEC,0
SNEC,0
SUNN,0
SUNN,0
SUNR,0.24651733086467728
CJR,2.158474999697639
DXR,2.074754700217535
MOL,0.9263960473627431
RA,0.040251635204057876
VD,0.25448990539300353
THAN,0
THAN,0
LMC,1.8645267351260006
DL,1.9378598504977829
LXR,2.550495022888472
WKR,0
WKR,0
WKR,0
XX-WKRB,0
XX-WKRB,0
WKRC,0.6739943840963049
AXA,0.76496327614321
SDD,0
SDD,0
KNKT,0.514447804083452
KHC,0.4869619212179281
BLWR,0.0701026169622355
RJT,0
VVH,0
CLAS,0
CLAS,0
CLA,0
CLA,0
SIN,0.21534696953292223
MTN,0.12295132528966034
DR,0.09399668537529542
PR,0.06448019631844143
PRLW,0
PRLW,0
CRD,0.31344027872814634
CHG,0.4022184233186731
BY,0.5242147004002892
MZNC,0.5385606115871818
SNRD,0
SNRD,0
XX-WB,0.01891004445389678
MSD,0
MSD,0
CSMT,0
BPQ,0
GNVR,0.2179254409546041
BUPH,0.1722277999028054
CD,0.8704453186207327
VVKN,0
VVKN,0
CPW,0.13375979983842204
TAE,0.46979052467544913
BUX,0.19013653034049866
XX-MJRO,0
XX-MJRO,0
XX-MJRO,0
MJRI,0
MJRI,0
WRR,2.114710040041034
CKNI,1.2667307659901124
NGI,1.3056873665126532
YNA,1.594600144730508
HGT,0
HGT,0
WG,0.9030442422972265
SNN,1.3138188202186327
BPK,0.29804077796686074
CHJC,0
CHJC,0
CHJC,0
WR,0
XX-UDNC,0
XX-UDNC,0
XX-UDNB,0
XX-UDNB,0
BHET,0.026736600208418865
SCH,0.08173900775245377
MRL,0
MRL,0
NVS,0.011887470005923776
GNST,0.00782942904332123
HXR,0.007647702198262848
VDH,0.023659393155288328
ACL,0.0058298137839116705
AML,0.003631467693616416
BIM,0
BIM,0
JRS,0.7904579228545096
DGI,0.5694398989514627
BL,1.7406334342146552
ATUL,3.1919162871021545
PAD,3.9918582061621333
UVD,5.234775958539164
BAGD,5.901388585271319
VAPI,7.201431397444952
KEB,8.421923836089134
BLD,8.443498270587009
SJN,4.675088139225783
UBR,3.0065339938176057
BRRD,1.567860232618267
GVD,0
GVD,0
DRD,1.3766266780882006
VGN,1.52780552316288
BOR,3.4228666986368923
UOI,4.404647698535603
PLG,4.385858279745174
KLV,3.9249049875101605
SAH,1.766901159074852
VTN,0
VTN,0
VR,0
VR,0
VCSV,0
VCSV,0
NSP,0
NSP,0
BSR,0
BSR,0
JCNR,0.08013641411820095
KARD,0.008161054476512986
KHBV,0.3397684065203756
BIRD,0
BIRD,0
UBCN,1.058237461706157
KOPR,0
KOPR,0
KOPR,0
DCTL,0
DCTL,0
DCTL,0
DI,0
KYN,0
VLDI,0.6599193755774944
ULNR,0.7677060553315405
ABH,1.5569183026034674
CHKLL,1.705828212834
BUD,1.7480787979027248
VGI,0
VGI,0
SHLU,1.4394628289632523
NRL,1.0996633651072982
BVS,1.796769953087718
KJT,0
KJT,0
KJT,0
PDI,0
PDI,0
JBC,1.8264896068670884
TKW,2.0860130483406234
MHLC,0.17724034489552765
KAD,0
KAD,0
LNL,0.8555040017663805
LNLX,1.1996645282131497
MVL,3.6770968800472064
KMST,9.214032935309705
KNHE,10.607624195153942
VDN,10.602105133923013
TGN,11.468841147258255
GRWD,11.17686833479769
SLRW,9.590358555099806
BGWI,9.669552874458505
DEHR,8.787074322004589
AKRD,6.975341915205405
CCH,7.367420580939946
PMP,6.133841744638458
KSWD,5.455311982589977
DAPD,3.2743441101872937
KK,1.8574693302892176
SVJR,0.7359350836363079
PUNE,0
LWR,0
BIE,2.810275462701892
TVG,2.9976990007644493
NAG,3.0986327552573902
DEV,1.0139266282624781
SVTN,0
SVTN,0
LD,0
LD,0
GNJ,4.719853113485413
KNP,5.8037495293463675
IDJ,6.155270869810943
DUR,9.79171669992462
BGM,11.717274438050804
SXB,5.908720421101413
SBH,0.5443030502197631
SUL,0.5214885240309971
PCH,2.7732052756003718
PRKH,2.226731120735783
GKK,0.1112023244798457
GPB,1.1229684481363664
BGWD,1.76120644552057
CKR,2.101826767787704
RBG,1.9041058096030397
CNC,0
CNC,0
KUD,4.587760940517887
UGR,4.692218036945093
SED,2.521943040404961
VJR,1.9034733129460324
MRJ,0
MRJ,0
MRJX,0
MRJX,0
VRB,0
VRB,0
SLI,1.2590718970913986
MDVR,1.8531523667298389
NDE,1.4608111321150972
BVQ,4.645856532988759
ANQ,8.942799217773373
KOV,12.83199277857348
TKR,16.985721934508284
BVNR,21.43545943715012
SNE,26.48378649386765
KRD,27.16960220521068
SIW,31.861172170627892
MSR,31.96149296878352
TAZ,27.78213892858204
RMP,23.401759056682344
KRG,23.74861926824515
STR,32.48027042039651
JSV,29.382402101769266
PLV,24.197761901709864
WTR,19.468716448249676
AKI,12.617272318172581
SLP,13.885452209048475
LNN,9.893613307928824
NIRA,6.2179427083935375
WLH,9.013215402050744
DNJ,5.981411712070758
JJR,4.9890203631644665
RJW,4.0033484965428165
ABLE,0
ABLE,0
SHIV,1.3781286116613511
ALN,0.4038628494914357
FSG,2.5722118688972713
SSV,2.7554260636982044
GPRW,0.6633197005132062
GPR,0.6437147005798398
PA-DLS,0.6513413658792181
PUNE,0
XX-DDBC,0
XX-DDBC,0
DDJA,0
DDJA,0
DDJA,0
DD,0
DD,0
DD,0
DDCC,0
IDGJ,0
IDGJ,0
PCOI,0
PCOI,0
PCOI,0
ACOI,0
ACOI,0
ACOI,0
KCN,0
DNR,0
DNR,0
PPTA,0
PPTA,0
DGBH,0
DGBH,0
PHLG,0
PHLG,0
PHLG,0
SEE,0
SEE,0
SEE,0
HJP,0
HJP,0
CKRD,0.5009138808669021
AYRN,0.19803551469884687
DHBI,0.027495513783090206
CSR,0.20508255626316804
GKHT,0.38472983566668706
DES,0.4310618206185998
SDG,0.33851402026904304
MNO,0.23847194080072556
BDUA,0.25156148912435355
SPP,0.5293529593798216
NNNL,1.1664769662154721
RJJN,1.674562678377606
MOG,1.9647635971467898
HBP,1.292483324163833
VPDA,0.7433892614899741
SPPA,0.1754893306454435
FAH,0
FAH,0
BCA,0
BCA,0
MPNH,0.13180137713912593
TGA,0.13957124085783104
BUJ,0
BUJ,0
BJU,0
BJU,0
BJU,0
BJUP,0
BJUP,0
BEHT,0.11741824104133376
TIL,0.283217613124607
SHHT,0.4414517537371052
BGS,0.634773644150518
LAK,0
LAK,0
DPL,0.23008739826818583
LKN,0.4440751595834206
SANH,0.23443716113270888
SKJ,0
SKJ,0
SKJ,0
UMNR,0
UMNR,0
UMNR,0
KGG,0
KGG,0
KGG,0
MNE,0
MNE,0
CDBN,0.8336006683844482
MSK,3.056722133588106
GAI,4.5491424097604165
PSR,6.671630566086264
BRKB,5.470768729010761
NNR,4.4473798355791825
THB,2.987478818630141
BIGH,2.1008252274209607
KHQ,1.4921981780514215
NNA,0
NNA,0
BNPR,0.032817816365512044
KTRH,2.0865515916119697
KIBH,1.7923128399161503
KUE,0.021887175083555394
BKHR,4.2499667718852745
CRR,1.6518248433131604
SMO,1.098008740424326
KIRW,1.6080144225721882
KIR,0
KIR,0
KIR,0
KIRB,0
KIRB,0
NYT,0.5009498275732441
DNQ,0.7920366587132762
GRR,0.5319506605900479
SI,0.15775357979418433
BHNP,0
BHNP,0
JAU,0.5199183152945195
MENP,0.753231508288632
SRI,0.959963781805402
MFA,0
MFA,0
MFA,0
BOE,0
BOE,0
KHMP,1.780620621616143
SJGM,1.8400788472713123
SUD,3.1990085216553137
AHL,5.120976432504757
TETA,5.597874153532139
DLK,4.766364172757133
SJKL,2.678736006762445
KKA,0
KKA,0
HWR,1.492827673040308
THED,2.1723173787664303
KNE,1.989287534288208
PJP,0.7638110562053124
IKC,0.1665267794315179
GIL,0.46535607927583655
GEOR,0.5618416823364107
AUB,0
AUB,0
DBQ,0.12347562480331284
MXJ,0.2894165176071916
TMH,0.4387352879660093
DMZ,0
DMZ,0
CAT,0.27204277187930065
NJB,0.5598045040901666
RNI,0
RNI,0
RNI,0
NJP,0
NJP,0
ABFC,0.1786005832869242
BLK,0
BLK,0
RQJ,0
RQJ,0
JPE,0
JPE,0
YLSC,0
YLSC,0
NQH,0.40242398941757007
NMX,1.678926588559454
BYXA,4.631646729482074
ATM,6.095331222217042
DQG,2.3960280802684832
KLGR,0.14812375573072295
SXX,0.09280360320954784
FLK,0
FLK,0
GUZ,2.928424322673096
GDX,5.2993652292191245
SJRR,0.8544993466356312
PQZ,0.8735773080189039
NCB,0
NCB,0
NBS,1.7281302105527883
NOQ,0
NOQ,0
SMTA,0
SMTA,0
KAMG,0.6530582106680333
JOQ,0.6170816254295081
SRPB,2.1576791799170185
GOGH,0.8742508988960848
GBY,0
GBY,0
CROA,0.34409225826436085
PQK,0.6582240694886167
FKM,0
FKM,0
KOJ,0.000537291869677559
SLKX,0
SLKX,0
BSGN,0.6292388144912412
DTX,0.1292628443603259
NBQY,0.013484233331230545
NBQ,0
NBQ,0
BNGN,0.2747843590106493
CPQ,1.6036797841058301
BJF,1.8153412270643967
PTLD,1.5377064937713008
SBE,0.7462542521173829
BPRD,1.3629413748066392
GSA,1.0041189842591176
SPQ,0.647459311223056
PBL,0
PBL,0
NSRH,0.6965052327444804
TIHU,1.7066670329326203
KTCH,3.0501409796130545
NLV,1.7404405303681865
GOE,0.5716989780480732
RNY,0
RNY,0
KDKN,1.9340965765878146
BIZ,0
BIZ,0
CGS,0.3088392775078625
AGT,0.5453421447899865
KYQ,0
KYQ,0
GHY,3.3588502955359947
NGC,3.7421805672659887
NMY,3.7703055924352893
NNGE,4.18320408615735
PHI,7.863860407801931
TKC,10.772799026235235
PNB,7.651025991024794
DGU,2.4882657469941867
XX-TTLX,0.6667612561712084
TTLA,0.12380870070167732
KKET,0.6711256237000545
BRHU,0
BRHU,0
JID,0.45037441936475464
AJRE,0.09653170490039936
SNBR,1.8250720976494799
DML,2.1233347428239946
TGE,2.2809355159695097
CPK,0
CPK,0
LPN,3.1103043565617936
KWM,1.8255916119449884
JMK,0
JMK,0
JGJN,1.0521871931489937
HJI,0.4421914635402113
DHRY,0.16428243988097158
LKA,0.34665287057479927
HWX,1.096541903804544
LKG,2.5869306017794065
PKB,0
PKB,0
PKB,0
MYD,0
MYD,0
HTL,3.242623923487133
DBLG,5.278189949407099
DJB,4.852788571921667
LGT,3.761306546154015
DKE,2.6872084024256724
MUPA,3.523845600286179
KQI,2.8709371240914203
MBG,2.8885182790667203
WDA,1.0020306963388375
DJA,0
DJA,0
PDJ,1.702473925609039
MXR,1.298732498453546
MGE,0.04802238145927005
NHLG,0.6710586940094198
JGLP,0.563120034390101
NHGJ,5.295878113396279
DTC,7.034744920297244
BXK,4.0664517299955785
DCA,2.930346211202883
CNE,1.6066596448050832
BHZ,3.1202474430017166
HLX,4.479405814338488
SQF,2.0903573473373798
BPB,0
BPB,0
RPB,0
RPB,0
BXG,0.36995994861612147
CGX,0.16231609447542933
NKMG,0
NKMG,0
NKMG,0
KGBC,0
KGBC,0
SAKD,0
SAKD,0
NLBR,0.6848303699785357
KTGM,0.572604769665244
BRGM,0
BRGM,0
KNBR,0.31137900547784014
PTKD,1.5284110466873744
KKGT,0.4281579509857799
CHBN,1.8563496806617539
TBX,2.433430714699369
KTLI,1.0208602918319558
CBZ,2.140121345819947
NPU,1.5193874659783917
DMR,1.5711083699557251
PASG,0.9958376017988492
PEC,0.6201790518934073
KUGT,4.099623307058694
NLKT,3.549351841449777
MANU,0
MANU,0
SKAP,0.3730597379045073
JWNR,4.432165428370746
ABSA,2.052499486313255
MGKM,2.805028274703771
TLMR,2.4789460605435107
JRNA,0.7734479168339409
JGNR,1.1482485127383948
AGTL,0
BNSP,0
BNSP,0
OHAN,0
OHAN,0
BIP,1.7095654882115001
KHOH,0
KHOH,0
CKTD,1.0787177466875293
SWC,3.644498861235767
BTKP,6.43665475632675
BUS,7.1390020803283205
ATE,5.219427388214731
KHU,0.7649808514259433
DWI,2.5120927918455704
BNDA,6.06797599301444
KID,0
KID,0
ICL,3.069318495605874
AKW,4.084428965838265
RGU,2.2319979815210034
IGTA,0
IGTA,0
BSZ,3.1934591487517565
JSB,7.907772411494827
DPSR,5.669973732502876
HAR,2.729034337145087
DXU,0.21671839338091456
GTM,0.6973157647382078
PTRE,1.0775960589658506
KTRR,2.4514348889519395
SIRA,0.3740768618554019
BZM,0
BZM,0
CNJW,0
CNJW,0
GOY,0
GOY,0
GOY,0
CNJO,0
CNJO,0
GMC,0
GMC,0
CNB,0
CNB,0
CPB,0.22509296235308382
MGW,0
MGW,0
ON,0
ON,0
SIC,0.017744989625042066
AJ,0
AJ,0
KVX,0.1299271203989772
JTU,0.22577222889807141
HRN,0.15173025006070295
POF,0.10812012726500339
